customerID,companyName,contactName,contactTitle,city,country,segment,industry,registrationDate,creditLimit
SNLSJ,Morgan-Fisher,Stephanie Craig,Order Administrator,Sotofort,USA,Corporate,Education,2023-08-08,752874.23
PLIML,Gibson LLC,Adam Choi,Operations Manager,Pierceton,Australia,Wholesale,Construction,2021-03-12,390286.19
AIMMV,Flores Inc,Valerie Miller,VP of Purchasing,Port Patrickborough,Canada,Small Business,Healthcare,2024-01-27,100538.41
MSCJF,Knappe e.V.,Kenan Hein B.A.,Accounting Manager,Seelow,Germany,Wholesale,Agriculture,2024-06-25,99948.23
HWOZI,Moreno-Gross,Tracy Pitts,Sales Associate,Riveraton,USA,Wholesale,Retail,2024-09-19,409785.77
QQZLA,"Minhas, Guha and Dhillon",Utkarsh Balay,Supply Chain Manager,Gopalpur,India,Small Business,Education,2019-04-29,80277.27
XAMVU,Pasquier,Margaret Le Rousset,Purchasing Manager,Saint GuyVille,France,Corporate,Agriculture,2020-04-13,326415.55
RJVHC,Bolzmann,Meta Jäkel,Owner,Herford,Germany,Retail,Retail,2018-09-27,214378.32
HNZPG,"Quinn, Kirby and Russell",Harry Wilson-Fletcher,Sales Associate,North Guy,UK,Small Business,Education,2021-08-12,43582.0
GUTYI,Harrison-O'Connor,Richard Harper-Perry,Operations Manager,Trevorfurt,UK,Wholesale,Technology,2023-10-12,692832.36
UIXMW,Spółdzielnia Kunka,pan Alex Kazberuk,Procurement Specialist,Kalisz,Poland,Wholesale,Education,2018-09-20,552379.8
IEYYT,Anne-Madan,Darsh Choudhry,Accounting Manager,Mau,India,Small Business,Construction,2023-04-11,212196.99
RUUWW,"Jackson, Roach and Davenport",Daniel Pruitt,Supply Chain Manager,Davisside,USA,Wholesale,Retail,2020-10-20,475345.04
TZIEU,Marques - ME,Melina Freitas,Sales Associate,Fogaça,Brazil,Small Business,Construction,2022-07-12,237801.15
BBFNG,Sousa,Isaque Alves,Operations Manager,Araújo,Brazil,Corporate,Agriculture,2023-02-20,299116.79
OCDDO,"Cox, Bryan and Miller",Randy Lopez,Order Administrator,South Briannafurt,USA,Small Business,Education,2020-02-26,59237.16
ISFYW,佐藤通信合同会社,山下 あすか,Sales Associate,世田谷区,Japan,Wholesale,Education,2020-08-17,141743.09
BDLEH,"Roberts, Doyle and Turner",Ms Zoe Tyler,Procurement Specialist,Jadetown,UK,Small Business,Food & Beverage,2022-12-23,102478.74
GKBPN,Hancock-Smith,Christopher Smith,Marketing Manager,Ronaldburgh,USA,Small Business,Agriculture,2021-05-17,48991.74
JPVRR,Speer,Dipl.-Ing. Aleksej Wesack,Owner,Senftenberg,Germany,Corporate,Construction,2022-12-05,112658.88
WJZFV,"Fuentes, Brown and Hoffman",Sharon Stevenson,VP of Purchasing,New Oliviabury,USA,Corporate,Agriculture,2021-04-08,824441.82
CQGQW,Fox Inc,Bradley Watts,Owner,Port Suzanneland,UK,Government,Food & Beverage,2022-11-25,1297876.22
CMOBE,海创网络有限公司,胡秀云,Purchasing Manager,合山市,China,Corporate,Healthcare,2020-08-01,933309.72
ZYMLM,Turpin,Virginie Girard,Marketing Manager,Sainte Margueritedan,France,Retail,Education,2019-01-03,192484.95
IJIXF,Guillou,Benoît Duval,Procurement Specialist,Daniel-sur-Launay,France,Corporate,Education,2022-11-08,815626.51
FUSCB,山本水産有限会社,田中 花子,Sales Associate,川崎市宮前区,Japan,Small Business,Construction,2022-06-16,82207.86
VNTDR,Dominguez-Hart,Kevin Jackson,Marketing Manager,West Michelleville,USA,Government,Hospitality,2025-04-11,490972.49
ZIRIT,加藤銀行合同会社,小川 桃子,Owner,横浜市鶴見区,Japan,Small Business,Retail,2023-01-09,97246.44
DUALS,Bell Inc,Brian Owens III,Order Administrator,Fowlerborough,USA,Small Business,Hospitality,2020-09-20,187855.76
VMEYX,Walton Ltd,Grace Wood,Sales Associate,Natashamouth,UK,Retail,Agriculture,2025-01-27,246097.29
GDSVP,Porter-Lawson,William Mcfarland,Marketing Manager,Diamondport,Australia,Corporate,Construction,2019-08-15,317779.91
IMEEA,Köhler GmbH,Frau Cilli Killer B.A.,Marketing Manager,Bogen,Germany,Wholesale,Education,2022-08-02,392754.27
MCJEG,Terry LLC,Kenneth Hernandez,Procurement Specialist,Rodriguezland,USA,Small Business,Hospitality,2022-04-06,149976.49
SYHPY,주식회사 라온,장상철,Sales Associate,성남시 분당구,South Korea,Government,Education,2019-11-03,1287387.38
SPIVR,"Mendoza, Robinson and Flores",Casey Yates,Accounting Manager,Brooksbury,USA,Retail,Technology,2020-06-20,66598.2
GPABJ,Williamson-Conway,Mary Anderson,Accounting Manager,Georginafort,UK,Retail,Agriculture,2019-11-26,97041.81
IMABP,Camargo S.A.,Eduarda Guerra,Operations Manager,da Rocha,Brazil,Small Business,Education,2023-08-04,192302.15
RJYTQ,Hayes PLC,Rebecca Taylor,Marketing Manager,North Scott,USA,Small Business,Retail,2021-06-13,190898.75
XTXSB,Lauridsen & Nielsen A/S,Nanna Svendsen-Hermansen,Logistics Coordinator,Sindal,Denmark,Small Business,Hospitality,2024-04-08,118049.42
AQGSL,(주) 보람,박재호,VP of Purchasing,옥천군,South Korea,Corporate,Technology,2021-08-13,142856.92
AMQUT,Reynoso-Macías,Antonia Carmen Madera,Sales Associate,Vieja Somalia,Mexico,Retail,Education,2020-05-23,122950.71
MHENX,Martinez-Blanco,Bautista Romero Sosa,Marketing Manager,Santiago del Estero,Argentina,Retail,Agriculture,2022-05-28,189838.57
XICJB,Barbier,Thierry Maillard,Sales Associate,Fontaine-sur-Mer,France,Small Business,Agriculture,2020-11-07,22207.91
MSJKK,Köster,Mareen Kitzmann MBA.,Sales Associate,Schrobenhausen,Germany,Small Business,Construction,2019-12-04,223414.2
OKTKK,Moreels VOF,Sara Van Loo,Owner,Adinkerke,Belgium,Small Business,Education,2024-01-17,81827.97
DXFPK,中村電気合同会社,伊藤 裕美子,Marketing Manager,多摩市,Japan,Corporate,Manufacturing,2024-11-11,910984.26
NJPBD,Zimmermann Brunner AG,Adrian Hoffmann,Sales Representative,Spiez,Switzerland,Small Business,Technology,2023-11-04,226367.49
TIVSK,Bertin,Élise Lévêque Le Mary,Operations Manager,Noël,France,Small Business,Agriculture,2024-11-25,123025.05
NPKFO,Chhabra PLC,Yashasvi Sagar,Marketing Manager,Kakinada,India,Corporate,Retail,2025-03-10,519927.59
SKWZE,"Willis, Wood and Maddox",Joseph Hogan,Order Administrator,North Christopherfort,USA,Wholesale,Hospitality,2018-04-13,330918.3
ADMKX,Evans LLC,Marvin Harrell,Owner,Mitchellburgh,USA,Corporate,Technology,2020-11-17,243609.53
PONLM,Collier-Cook,Jason Martin,VP of Purchasing,North Maria,USA,Government,Agriculture,2020-07-24,789359.44
VAUEA,James-Johnson,Graham Connor-Smith,Marketing Manager,Christopherfort,UK,Small Business,Transportation,2024-04-08,55490.85
MJQHT,Potter and Sons,Crystal Cruz,Procurement Specialist,Lake Marissaview,Australia,Small Business,Hospitality,2021-07-16,5457.46
AZAWE,Atkinson Inc,Mrs Catherine Bennett,Marketing Manager,North Angelashire,UK,Corporate,Retail,2025-06-16,343111.08
SHSJT,Caldeira,Esther Fernandes,Order Administrator,Barbosa,Brazil,Corporate,Healthcare,2019-12-12,797694.21
CORDZ,"Rodriguez, Lopez and Bustos",Juana Santino Romero,Procurement Specialist,Mar del Plata,Argentina,Corporate,Technology,2020-11-14,864100.18
SIRKD,合同会社中村食品,松本 零,Purchasing Manager,文京区,Japan,Small Business,Healthcare,2020-01-09,230027.24
WSCYN,Hafner OG,Karl Kratzer,Purchasing Manager,Zwettl,Austria,Small Business,Construction,2024-01-09,12354.9
QLKKS,Martinsen ASA,Bente-Jorunn Knudsen,Supply Chain Manager,Moe,Norway,Small Business,Retail,2018-11-16,129243.97
EYINI,Niño-Rojas,Dr. Raúl Bahena,Marketing Manager,San Diana los altos,Mexico,Corporate,Transportation,2024-01-07,630555.0
RPZAF,"Thompson, Miller and Richards",Michael Santos,Order Administrator,New William,Australia,Corporate,Healthcare,2020-03-05,682979.94
FSTDR,Smith-Miller,Tonya Steele,Logistics Coordinator,Valenzuelashire,USA,Small Business,Transportation,2019-06-03,208464.5
IVVTB,Mitchell and Sons,Christian Bullock,Sales Associate,Port Jennifer,Canada,Small Business,Agriculture,2018-10-23,20088.97
DWKDW,Bataglia-Corcos SPA,Milena Marazzi,Supply Chain Manager,Mandatoriccio,Italy,Corporate,Agriculture,2021-04-07,623450.84
ESYGN,Antoine,Lucy Devaux,Sales Representative,Saint Célina-les-Bains,France,Retail,Hospitality,2025-01-15,85361.5
MMGCK,"Harvey, Adams and Murphy",Ben Wells,Purchasing Manager,South Graemeview,UK,Small Business,Education,2023-03-15,112913.55
DXEDY,"Gomez, Bustos and Sanchez",Lucio Lucas Gonzalez,Sales Associate,Bahía Blanca,Argentina,Corporate,Construction,2018-09-27,672736.44
SOVXY,Sierra S.A. de C.V.,Esteban Benjamín Muñoz,Supply Chain Manager,San Oswaldo de la Montaña,Mexico,Small Business,Manufacturing,2024-08-25,147198.3
RTGWL,Harris PLC,Linda Wood-Kennedy,Sales Associate,Hannahburgh,UK,Retail,Hospitality,2025-01-24,181848.3
OVIIU,Bass-Soto,Mrs. Whitney Edwards DVM,Owner,Erikside,USA,Wholesale,Construction,2021-03-06,641841.08
PSTND,有限会社佐々木水産,藤田 陽子,Marketing Manager,横浜市都筑区,Japan,Small Business,Education,2023-06-26,240022.1
TJADU,"Wason, Tak and Sandhu",Upma Mittal,Purchasing Manager,Panvel,India,Corporate,Transportation,2023-04-03,79156.41
OIFAN,Neuschäfer Eimer AG,Helmut Seip,Procurement Specialist,Eisenhüttenstadt,Germany,Corporate,Transportation,2023-12-12,179021.54
AWFQF,Almonte S.A.,Alejandro José Eduardo Beltrán,Procurement Specialist,Vieja Chipre,Mexico,Corporate,Hospitality,2020-02-16,200046.14
PLWLF,Devan-Padmanabhan,Qadim Sankaran,Sales Representative,Ramagundam,India,Retail,Healthcare,2024-08-20,163482.67
UNZJK,Mcgee-Estrada,Megan Watkins,Owner,Boltonchester,USA,Small Business,Hospitality,2023-08-22,146929.78
JRIUV,合同会社井上銀行,伊藤 稔,Marketing Manager,南房総市,Japan,Small Business,Transportation,2024-01-13,122187.47
KLPBG,James PLC,Neil Walker,Supply Chain Manager,Lake Kayleigh,UK,Corporate,Education,2019-04-01,307018.75
ONTGR,Rogner Siering GmbH & Co. KG,Ignaz Walter,Order Administrator,Gunzenhausen,Germany,Small Business,Agriculture,2019-05-10,110044.98
WIZDP,Bell Group,Crystal Meyer,Sales Representative,Bethland,USA,Small Business,Technology,2024-02-25,36306.07
MNBAI,"Pickering, Whitehead and Birch",Gail Bates,Owner,West Lindsey,UK,Small Business,Hospitality,2021-07-03,195997.22
VPMTB,Kensy AG,Univ.Prof. Adelinde Oderwald MBA.,Purchasing Manager,Altötting,Germany,Retail,Food & Beverage,2023-06-03,241713.14
LNYGL,Gabinety Macioł-Matejuk Sp. z o.o. Sp.k.,Konrad Derek,Logistics Coordinator,Wodzisław Śląski,Poland,Corporate,Manufacturing,2021-06-02,742040.91
VTGOZ,"Sanderson, Hayward and Harvey",Elaine Kaur,Procurement Specialist,Port Victorshire,UK,Small Business,Hospitality,2020-09-07,56613.62
IOMND,Novaes,Luiz Henrique da Mota,Marketing Manager,Castro,Brazil,Retail,Education,2024-09-29,76979.3
OGUEQ,Iten Braun GmbH,Roberta Bär,Purchasing Manager,Yverdon-les-Bains,Switzerland,Corporate,Construction,2018-07-04,673404.76
JHTPE,Davis-Gutierrez,Heather Mccall,Supply Chain Manager,North Candicefort,USA,Corporate,Retail,2020-04-24,347837.87
QVART,Maillet S.A.,Henriette Maréchal,Sales Representative,Peron,France,Corporate,Agriculture,2022-07-15,724225.02
ZKLZK,石川食品株式会社,伊藤 くみ子,Sales Representative,大網白里市,Japan,Wholesale,Agriculture,2019-10-12,443497.99
ZBFYI,Burton Ltd,Tony Fitzgerald,VP of Purchasing,Taylorton,UK,Corporate,Construction,2025-06-10,827200.87
FLHSF,Potier Giraud S.A.,Cécile Joly-Blondel,Procurement Specialist,Sainte Christophe-sur-Mer,France,Corporate,Healthcare,2020-08-24,437093.69
TRQWV,Leonard-Harmon,Erica Taylor,Logistics Coordinator,North Rebeccamouth,USA,Corporate,Technology,2023-08-13,764505.02
EADYO,"Henderson, Todd and Jimenez",Andrea Torres,Procurement Specialist,East Vicki,USA,Small Business,Healthcare,2018-10-15,59699.42
CMKIV,Österberg HB,Victoria Andersson,Sales Associate,Luleå,Sweden,Wholesale,Transportation,2023-11-09,76820.05
SWROD,"Oneal, Nunez and Johnson",Timothy Davis,Owner,East Janetport,USA,Retail,Food & Beverage,2022-02-06,230857.5
ZLUHJ,Silva,Arthur Miguel Aparecida,Supply Chain Manager,Azevedo,Brazil,Wholesale,Retail,2021-10-02,197714.64
FALNC,Rodriguez-Perez,Sr(a). Tomàs Fernandez,VP of Purchasing,Córdoba,Argentina,Corporate,Construction,2025-04-15,498541.46
JIWBY,Golak Sp.k.,pan Kazimierz Droś,Accounting Manager,Czerwionka-Leszczyny,Poland,Small Business,Technology,2019-06-09,121773.09
JSIFJ,Campbell PLC,Shannon Dickerson,Sales Representative,Lake David,USA,Small Business,Manufacturing,2018-02-26,243277.66
VVNZI,Berry Ltd,Scott Dobson,Logistics Coordinator,West Stewart,UK,Small Business,Construction,2018-12-22,145494.02
CNYTC,Jenkins Inc,Regina Phillips,Purchasing Manager,Smithtown,USA,Small Business,Technology,2022-09-18,121699.19
GWBLH,Gonzalez and Sons,Geoffrey Mcgee,Sales Associate,Deanfort,USA,Small Business,Food & Beverage,2023-09-11,164007.31
KWZAP,Cohen and Sons,Linda Howard,Marketing Manager,Andersonland,USA,Small Business,Healthcare,2021-08-31,248159.91
FLSEM,Nilsson HB,Sven Persson,Procurement Specialist,Skövde,Sweden,Retail,Food & Beverage,2021-07-27,65912.9
TXJRW,Hardin-Hancock,John Douglas,Procurement Specialist,Port Jason,Canada,Small Business,Healthcare,2022-01-09,78660.06
JHIBC,Pock & Haiden KG,Elsa Biedermann,Order Administrator,Raabs an der Thaya,Austria,Wholesale,Agriculture,2021-07-28,705461.16
KNAQU,Laureano S.A. de C.V.,Rodrigo Hernádez Matos,Accounting Manager,San Mónica los bajos,Mexico,Retail,Retail,2024-12-18,118676.88
RTKEY,Seidel Stiftung & Co. KGaA,Samira Ullrich B.A.,Procurement Specialist,Celle,Germany,Retail,Technology,2022-01-14,147101.37
TMSEX,Didier S.A.S.,Marcelle Petitjean,Marketing Manager,Saint Lorraine,France,Small Business,Food & Beverage,2022-10-01,56233.85
QHOLW,Ferreira - ME,Dr. Gael Nunes,Sales Representative,Vargas,Brazil,Small Business,Hospitality,2025-05-18,144845.42
XUESY,Stichting de Man,Amir Wolzak,Purchasing Manager,Lekkerkerk,Netherlands,Wholesale,Retail,2024-03-14,701540.41
DTAYZ,株式会社林ガス,森 太一,Sales Associate,長生郡白子町,Japan,Corporate,Healthcare,2018-03-27,700942.95
TXJIH,Perez-Edwards,Jesus Taylor,Procurement Specialist,Lake Taylorland,USA,Small Business,Education,2023-10-03,136999.2
XGGAX,Marques Novais e Filhos,Francisco Araújo,Order Administrator,Fogaça da Praia,Brazil,Small Business,Food & Beverage,2023-05-22,54741.2
NLERW,双敏电子信息有限公司,盛明,Owner,秀梅县,China,Small Business,Transportation,2021-07-04,146995.13
YJCVN,"Vora, Yogi and Gala",Hitesh Balay,Logistics Coordinator,Sirsa,India,Small Business,Retail,2023-11-04,27632.74
TJNEO,"Wade, Frost and Smith",Emily Wolf,Procurement Specialist,North Kimberlyport,USA,Small Business,Manufacturing,2021-01-06,240301.82
LBRVY,"Wallace, Barnett and Medina",Tony Davis,Sales Representative,Lake Valerieside,USA,Corporate,Construction,2021-03-16,211498.56
LNUQK,Butte Preiß GmbH & Co. KG,Walburga Heydrich,VP of Purchasing,Mallersdorf,Germany,Corporate,Healthcare,2018-12-12,124132.41
AOKCE,Turner-Valentine,Mr. Justin Perry Jr.,Sales Associate,North Waynemouth,USA,Retail,Retail,2023-11-01,130966.63
YSKPN,Allen LLC,Anthony Mitchell,Accounting Manager,Jeffreytown,USA,Wholesale,Transportation,2021-06-22,228933.58
CUGWS,Parker Group,Patricia Knight,VP of Purchasing,Sandovalview,USA,Corporate,Hospitality,2022-07-03,108009.93
CKTLZ,Sørensen & Søn A/S,Hr George Schmidt,Sales Representative,Trige,Denmark,Small Business,Education,2021-04-25,210086.01
HAQLX,"Shaw, Knight and Wright",Danielle Ahmed,Sales Associate,West Jade,UK,Corporate,Construction,2018-03-03,384395.56
CAILA,"Dara, Cheema and Handa",Girik Vaidya,Logistics Coordinator,Tumkur,India,Retail,Technology,2019-11-02,188126.99
UEKAK,Miller LLC,Melissa Ochoa,Owner,East Gabrielstad,Australia,Small Business,Transportation,2022-06-16,69152.44
FVQXS,Báez y Alonzo S.A.,Fabiola María Luisa Juárez Fajardo,Sales Representative,Vieja Letonia,Mexico,Retail,Manufacturing,2024-01-16,22784.89
KMOIM,Phillips-Compton,Rachael Rivera,Marketing Manager,Taylorland,USA,Wholesale,Retail,2024-07-23,684153.78
BERDF,Förster,Burkhard Briemer B.Eng.,Procurement Specialist,Bützow,Germany,Small Business,Education,2022-10-10,70188.81
VLUQA,Vargas Inc,Alyssa Smith,Operations Manager,East Jillianshire,USA,Wholesale,Construction,2019-07-13,398962.09
GRZQT,Ward and Sons,William Parker,Sales Associate,Lake Michelle,USA,Small Business,Hospitality,2023-11-17,66882.47
YRUMC,Lambert-Harding,Justin Warren-Moore,Operations Manager,West Diane,UK,Small Business,Education,2018-11-25,92423.78
BOUOE,Rodriguez-Jennings,Lisa Baldwin,Supply Chain Manager,Josephberg,Australia,Corporate,Food & Beverage,2021-02-04,829655.22
YXBUE,"Miller, Hill and Wilcox",Jeffrey Schroeder,Procurement Specialist,Amandaberg,USA,Small Business,Education,2021-01-03,38979.47
WODVK,Muñoz PLC,Isabella Santino Roldan Silva,Sales Associate,Santiago del Estero,Argentina,Corporate,Food & Beverage,2022-12-03,858485.66
MFSHX,Goswami and Sons,Robert Palan,Purchasing Manager,Guntakal,India,Corporate,Construction,2019-09-22,330579.05
VREBT,Dixon-Steele,Nancy Fuller,Operations Manager,New April,USA,Corporate,Technology,2020-07-08,823379.62
GFYHT,Mercadante-Beccheria s.r.l.,Dott. Ramona Salvemini,VP of Purchasing,Erula,Italy,Wholesale,Transportation,2020-09-14,490709.92
FPGVO,Eigenwillig Klemt AG & Co. KGaA,Melanie Tintzmann,Order Administrator,Niesky,Germany,Wholesale,Food & Beverage,2021-08-30,163531.05
NQVHK,Garcia,Noa Macedo-Figueiredo,Marketing Manager,Amadora,Portugal,Wholesale,Construction,2020-04-17,495415.9
VIBVY,Aragão,Pedro Henrique Albuquerque,Procurement Specialist,Nunes da Prata,Brazil,Retail,Hospitality,2024-07-19,86972.08
IOXME,Price PLC,Tyler Powers,Owner,Lindaborough,USA,Small Business,Transportation,2021-09-21,67018.01
OGCBD,"Perez, Blackwell and Bright",Matthew Roberts,Accounting Manager,Smithville,USA,Retail,Food & Beverage,2019-01-18,12242.86
JNXRX,Blackwell LLC,Christopher Ward,Procurement Specialist,Jessicachester,Australia,Small Business,Transportation,2018-04-30,189806.46
UPKYL,Lopez,Geneviève-Claire Lefort,Marketing Manager,Bigot,France,Small Business,Food & Beverage,2018-03-27,193034.35
UGDOO,Bohlin & Turesson HB,Maria Gustafsson,Marketing Manager,Sandviken,Sweden,Small Business,Construction,2020-12-15,56622.95
JWURP,Gamboa S.A.,Ana María Violeta Godoy Viera,Accounting Manager,San Fernando los altos,Mexico,Corporate,Healthcare,2022-10-03,601820.89
DAKUI,"Wali, Kuruvilla and Loke",Tripti Parmar,Operations Manager,Latur,India,Small Business,Technology,2021-03-15,107590.25
OBRCF,Wright-Pritchard,Miss Judith Bennett,Operations Manager,Rachaelstad,UK,Small Business,Transportation,2023-05-01,82199.23
QBIMX,Cameron-Quinn,Carrie Hardy,Sales Representative,South Jennaport,USA,Small Business,Agriculture,2023-02-08,61359.18
AYTJP,"Owen, Gonzales and Rodriguez",Samuel Huynh,Sales Representative,Rachelburgh,Canada,Wholesale,Technology,2019-08-07,55280.85
ZEPOM,Club Ceballos y Rolón,Benjamín Riojas,Marketing Manager,San Genaro los altos,Mexico,Corporate,Food & Beverage,2018-03-25,138342.52
VMSLI,"Hill, Williams and Chandler",Matthew Garcia,Logistics Coordinator,New Nicholas,USA,Small Business,Transportation,2021-10-13,214772.39
TYBZL,Hanna LLC,Chad Booth,Purchasing Manager,New Jennifer,USA,Small Business,Education,2019-03-20,206605.74
WOYGK,Wohlgemut Seip GmbH,Liesbeth Klemm,Owner,Passau,Germany,Government,Manufacturing,2025-04-28,140350.25
XKXSC,Pichon Valette S.A.R.L.,Valérie Maillard,Owner,Leclerc,France,Small Business,Food & Beverage,2022-09-07,76867.8
RZIQH,Lyons-Robinson,Sally Cooley,Marketing Manager,Leeberg,USA,Corporate,Retail,2023-05-13,814860.99
NULLB,주식회사 종합,신병철,Logistics Coordinator,양평군,South Korea,Small Business,Construction,2018-11-24,149107.43
NEKIB,Etzler GmbH,Ioannis Mans,Owner,Bergzabern,Germany,Corporate,Education,2019-12-06,467671.02
SLXYK,Sampaio,Maria Isis Nunes,Operations Manager,Vieira Alegre,Brazil,Government,Agriculture,2019-08-16,1680638.91
DUVEM,Azevedo,Dr. Renan da Cruz,Procurement Specialist,Alves,Brazil,Small Business,Agriculture,2020-09-01,129678.34
EPRBW,艾提科信网络有限公司,罗建平,Owner,淮安市,China,Small Business,Manufacturing,2021-07-27,29480.54
ROIJM,株式会社山田建設,岡本 学,Marketing Manager,江戸川区,Japan,Corporate,Manufacturing,2025-05-30,253779.31
FNJKM,(주) 한빛백제플랫폼,손정훈,Operations Manager,청주시 흥덕구,South Korea,Wholesale,Technology,2023-03-05,569747.63
GSWHH,"Bustos, Torres and Godoy",Bruno Ramirez Vera,Owner,Constitución,Argentina,Corporate,Manufacturing,2022-07-21,84398.78
KDUZB,Fernandes,Alexandre Guilbert,Sales Associate,Clément-les-Bains,France,Small Business,Food & Beverage,2025-01-27,113910.58
MPNET,Shine PLC,Miss Evie Gaynard,Procurement Specialist,Kori Ville,Ireland,Government,Education,2022-04-10,1523400.47
LFGZS,Clarke and Sons,Maureen Barker,Supply Chain Manager,Hardingville,UK,Wholesale,Construction,2021-06-13,133171.38
CWXMF,Olsson Andersson AB,Alexandra Svensson,Sales Associate,Skövde,Sweden,Small Business,Education,2024-06-22,247988.01
YNVVS,Mercier,Maggie Richard,VP of Purchasing,Peron,France,Retail,Healthcare,2020-02-05,238913.66
BBSEP,Laurent Rousseau S.A.R.L.,Pauline du Delahaye,Logistics Coordinator,Blondel,France,Corporate,Construction,2023-04-02,102386.23
ULOFK,Junk Karge OHG mbH,Viviane Adolph,VP of Purchasing,Rockenhausen,Germany,Corporate,Manufacturing,2023-08-24,931967.29
GZEJU,中村食品合同会社,田中 千代,Owner,渋谷区,Japan,Corporate,Healthcare,2021-02-02,905360.89
KMJMZ,Stey Kreusel AG & Co. KG,Cilly Otto MBA.,Operations Manager,Böblingen,Germany,Corporate,Retail,2022-01-18,887279.15
SRCLT,Roberts Ltd,Eric Ponce,Order Administrator,Lake Angela,Canada,Corporate,Manufacturing,2023-09-26,219525.5
ESXRF,藤井運輸合同会社,青木 くみ子,Procurement Specialist,南房総市,Japan,Small Business,Transportation,2021-08-25,227569.56
KYEWA,Heß Spieß AG & Co. OHG,Lisette Gutknecht,Logistics Coordinator,Büsingen am Hochrhein,Germany,Small Business,Healthcare,2021-03-11,237934.98
ZGBNZ,Weller,Ingrid Hertrampf-Beer,Accounting Manager,Rathenow,Germany,Retail,Retail,2024-09-13,87188.55
HUZNZ,"Powers, Neal and Elliott",Sharon Horton,Owner,Amandamouth,USA,Government,Technology,2020-01-11,1278673.44
XIUJR,Weitzel AG,Hans-Rudolf Seidel,Sales Representative,Miltenberg,Germany,Small Business,Hospitality,2022-10-21,63201.75
QZFWE,Roberts-Davis,David Riley,VP of Purchasing,Jayfort,USA,Corporate,Technology,2018-05-24,414684.08
ZHAGQ,Holsten KG,Theobald Dörschner MBA.,Accounting Manager,Jüterbog,Germany,Corporate,Hospitality,2023-01-24,707025.78
OFFEZ,Preiß,Vinko Heser-Hentschel,Logistics Coordinator,Pritzwalk,Germany,Small Business,Hospitality,2018-02-09,119258.65
JXGZA,Acevedo y Loya A.C.,Soledad Villalpando,Order Administrator,Vieja Jamaica,Mexico,Small Business,Retail,2018-07-06,33357.41
UWTXO,Matthäi,Heide Zimmer,Accounting Manager,Mallersdorf,Germany,Small Business,Education,2024-09-29,37678.86
DLZJJ,"Taylor, Williams and Arellano",Toni Barnett,Operations Manager,South Stephanie,USA,Corporate,Retail,2025-03-23,641749.75
ONXGC,Drubin Faust GmbH,Sylke Nette-Gorlitz,Marketing Manager,Düren,Germany,Small Business,Construction,2024-05-22,147722.04
SPRYI,Andersson HB,Mattias Sandberg,Sales Associate,Karlskoga,Sweden,Small Business,Technology,2018-11-12,65394.75
AQIIJ,Faust Stiftung & Co. KG,Clara Karge,Operations Manager,Konstanz,Germany,Wholesale,Construction,2018-02-23,657602.87
YBPMN,Le Roux S.A.R.L.,Frédérique Cordier-Guibert,Supply Chain Manager,Lambert-sur-Rocher,France,Small Business,Hospitality,2025-02-23,209602.18
UGWUI,Harris LLC,Thomas Sanchez,VP of Purchasing,Morganborough,USA,Corporate,Hospitality,2018-12-09,643191.72
RCYKC,Gay,Juliette Chauvet-Potier,Accounting Manager,Hebert-sur-Fouquet,France,Government,Hospitality,2024-01-06,707702.88
ULIDD,Svendsen BA,Berit Amundsen,VP of Purchasing,Grofoss,Norway,Wholesale,Transportation,2025-01-13,53366.44
CZCNC,有限会社後藤建設,佐藤 あすか,Supply Chain Manager,横浜市鶴見区,Japan,Wholesale,Hospitality,2020-01-31,471182.07
BVPZG,Siqueira e Filhos,Luana da Paz,Operations Manager,Gomes,Brazil,Wholesale,Manufacturing,2022-03-13,426507.41
WSTDD,Raj and Sons,Rajeshri Grewal,Sales Associate,Secunderabad,India,Small Business,Transportation,2024-09-07,189748.64
AAWIO,"Burns, Turner and Smith",William Whitaker,Supply Chain Manager,Pattersonhaven,Canada,Small Business,Food & Beverage,2019-02-13,85776.61
ZBDAF,Maldonado y Barrera S.A. de C.V.,Minerva Natividad Nájera,Logistics Coordinator,Nueva Gabón,Mexico,Wholesale,Education,2018-10-25,745627.64
TSXIZ,Cavalcanti,Giovanna Santos,Logistics Coordinator,Rodrigues Verde,Brazil,Corporate,Agriculture,2019-04-16,734625.27
VPAEC,Grupo Flores-Gaona,Ing. Ofelia Crespo,Marketing Manager,Vieja República de Moldova,Mexico,Retail,Hospitality,2023-11-20,105678.37
HADQE,Misicher Stiftung & Co. KG,Ehrenfried Etzler,Accounting Manager,Hainichen,Germany,Retail,Transportation,2023-05-21,208217.71
DCSSJ,"Kuruvilla, Panchal and Saini",Vasudha Bobal,Procurement Specialist,Shimoga,India,Retail,Technology,2018-10-30,195444.8
VGNOV,Santos-James,Ethan Kelley,Supply Chain Manager,New Christopher,USA,Retail,Education,2018-09-28,151710.48
KWDGC,"Maldonado, Sanchez and Benitez",Morena Caceres,Accounting Manager,San Juan,Argentina,Wholesale,Education,2025-02-02,327508.45
MXDKJ,福田ガス合同会社,小林 直子,Procurement Specialist,八王子市,Japan,Small Business,Healthcare,2025-04-16,10561.4
QWHYO,Michiels BV,Mohamed Vermeiren,Sales Associate,Wezeren,Belgium,Corporate,Hospitality,2019-01-18,428038.83
NDSYW,Kemp-Shaw,Deborah Hughes,Marketing Manager,West Marionside,UK,Wholesale,Retail,2021-11-22,582425.9
